Simulation,Year,Gross_Output
1795,2025,159946.59845407726
1795,2026,163148.26865763764
1795,2027,164616.43955921778
1795,2028,167423.46049703215
1796,2023,161677.0
1796,2024,156600.219486633
1796,2025,157205.8652550485
1796,2026,166554.42812235828
1796,2027,164376.703960045
1796,2028,156558.79163007994
1797,2023,161677.0
1797,2024,157313.84306905943
1797,2025,158443.0991925472
1797,2026,156121.1393860054
1797,2027,164423.68768993494
1797,2028,161765.07693911257
1798,2023,161677.0
1798,2024,165146.9755333819
1798,2025,163094.52731945104
1798,2026,162268.68582933233
1798,2027,159902.93895011581
1798,2028,169617.48993553245
1799,2023,161677.0
1799,2024,155728.4254194443
1799,2025,165043.0044362045
1799,2026,155217.78179967808
1799,2027,162525.24033840318
1799,2028,167199.4702658133
1800,2023,161677.0
1800,2024,163986.74065485634
1800,2025,161935.79996973384
1800,2026,157400.33364587912
1800,2027,160722.40929517942
1800,2028,163099.6829242055
1801,2023,161677.0
1801,2024,161863.1665802887
1801,2025,164512.20357542715
1801,2026,158675.18604947266
1801,2027,169280.13876459468
1801,2028,160190.82430403066
1802,2023,161677.0
1802,2024,158559.74383101478
1802,2025,154551.9503036363
1802,2026,161454.73184688968
1802,2027,165460.464230154
1802,2028,161088.20436544804
1803,2023,161677.0
1803,2024,161441.6770591941
1803,2025,162589.85888797106
1803,2026,163602.2158891652
1803,2027,162116.12116169327
1803,2028,159954.3772696395
1804,2023,161677.0
1804,2024,166382.01483444357
1804,2025,162356.33919570618
1804,2026,165923.56012306662
1804,2027,155485.20298532443
1804,2028,165553.55329896059
1805,2023,161677.0
1805,2024,161722.84644276643
1805,2025,160706.20865091024
1805,2026,159362.29292032783
1805,2027,163628.1599575875
1805,2028,163454.68813903953
1806,2023,161677.0
1806,2024,164015.73502225665
1806,2025,161328.68193377228
1806,2026,163961.48502951462
1806,2027,158018.51397491284
1806,2028,159041.84134438678
1807,2023,161677.0
1807,2024,161449.42681696356
1807,2025,164297.97292462373
1807,2026,160775.38315498582
1807,2027,160878.7709712133
1807,2028,165601.8617213583
1808,2023,161677.0
1808,2024,165374.99112676413
1808,2025,158905.03530528647
1808,2026,160001.03658318977
1808,2027,156492.97482794736
1808,2028,162724.82847607773
1809,2023,161677.0
1809,2024,162369.54830678715
1809,2025,160132.95159895546
1809,2026,164117.76355603297
1809,2027,161916.4016171153
1809,2028,167844.06609905334
1810,2023,161677.0
1810,2024,155782.1484481561
1810,2025,160857.4653031512
1810,2026,166259.0763474708
1810,2027,157834.6306645353
1810,2028,164731.6636098446
1811,2023,161677.0
1811,2024,159758.7854569812
1811,2025,163772.07397070382
1811,2026,161454.65800979844
1811,2027,166117.78586048927
1811,2028,166960.35414053578
1812,2023,161677.0
1812,2024,164441.030269938
1812,2025,164805.89587468
1812,2026,165712.16401912
1812,2027,156789.89561616597
1812,2028,162667.8377063692
1813,2023,161677.0
1813,2024,163791.3184238932
1813,2025,164727.76572629935
1813,2026,162872.76136893814
1813,2027,161723.7208375175
1813,2028,165916.40923117506
1814,2023,161677.0
1814,2024,161859.1582841428
1814,2025,158755.64707459096
1814,2026,158839.4161370936
1814,2027,165572.4764227054
1814,2028,160293.9576656688
1815,2023,161677.0
1815,2024,163500.85174757804
1815,2025,167218.62987773362
1815,2026,165000.56024576793
1815,2027,168368.88285032284
1815,2028,164089.084687265
1816,2023,161677.0
1816,2024,161290.13013694773
1816,2025,162635.76200577393
1816,2026,163591.09469492146
1816,2027,161444.35431928418
1816,2028,168933.40314054748
1817,2023,161677.0
1817,2024,164507.61400414543
1817,2025,162102.5223909789
1817,2026,159499.7471877161
1817,2027,167124.87911233708
1817,2028,167880.8411779867
1818,2023,161677.0
1818,2024,168231.4437199453
1818,2025,163181.12667409104
1818,2026,163462.50318289528
1818,2027,161110.68680312054
1818,2028,165254.9157769944
1819,2023,161677.0
1819,2024,161465.55584210312
1819,2025,162178.05922532053
1819,2026,161268.26042540706
1819,2027,163398.75913904424
1819,2028,159115.08397729535
1820,2023,161677.0
1820,2024,163861.4306274114
1820,2025,165649.83249800248
1820,2026,168325.73906166313
1820,2027,167054.7773093384
1820,2028,158664.1880133036
1821,2023,161677.0
1821,2024,162363.91350486162
1821,2025,157372.72759098443
1821,2026,159968.81400005327
1821,2027,163840.68245294894
1821,2028,160961.30660247983
1822,2023,161677.0
1822,2024,161853.29303850737
1822,2025,166230.92124536214
1822,2026,159559.87546562473
1822,2027,162690.09712988685
1822,2028,155744.28935679048
1823,2023,161677.0
1823,2024,163984.41270922293
1823,2025,161951.35799831687
1823,2026,164733.77628460125
1823,2027,161115.99871350397
1823,2028,161984.9032921396
1824,2023,161677.0
1824,2024,161495.15761074173
1824,2025,161108.35716360615
1824,2026,161940.41978224818
1824,2027,167988.7814690888
1824,2028,160194.9361835772
1825,2023,161677.0
1825,2024,159644.2084723415
1825,2025,161630.95789973577
1825,2026,161320.51020192722
1825,2027,165273.18145641603
1825,2028,163319.16683905406
1826,2023,161677.0
1826,2024,164883.67507855096
1826,2025,165679.96340972785
1826,2026,166713.0289223128
1826,2027,161854.45751501943
1826,2028,161067.58678714154
1827,2023,161677.0
1827,2024,161734.45905353734
1827,2025,159000.11474339373
1827,2026,169190.23530879905
1827,2027,164785.59646709057
1827,2028,163981.19970467218
1828,2023,161677.0
1828,2024,161254.991174443
1828,2025,156955.21983585553
1828,2026,159436.21367542158
1828,2027,163849.31202088465
1828,2028,164097.48097359948
1829,2023,161677.0
1829,2024,159736.57330925617
1829,2025,162116.33678328386
1829,2026,159293.21442151093
1829,2027,164857.83630596337
1829,2028,162655.2608331111
1830,2023,161677.0
1830,2024,165175.55725914042
1830,2025,163380.3713410938
1830,2026,163953.11643386655
1830,2027,161159.28064627998
1830,2028,157851.18467474572
1831,2023,161677.0
1831,2024,162128.08069700055
1831,2025,166572.77679523214
1831,2026,164786.88212955257
1831,2027,162725.657329287
1831,2028,161185.49919775827
1832,2023,161677.0
1832,2024,161080.95925036204
1832,2025,163896.4856591101
1832,2026,169004.22679916423
1832,2027,168981.54555824024
1832,2028,166599.29994102265
1833,2023,161677.0
1833,2024,154804.85842128002
1833,2025,159604.4076465399
1833,2026,165015.75080642474
1833,2027,155741.69637600405
1833,2028,157248.04298196622
1834,2023,161677.0
1834,2024,160835.15197311158
1834,2025,154483.34566307857
1834,2026,161978.98148031984
1834,2027,163257.42761983126
1834,2028,157833.20902153812
1835,2023,161677.0
1835,2024,165638.67226292685
1835,2025,160755.17333534808
1835,2026,169435.3750428876
1835,2027,157711.17248631222
1835,2028,156378.0464514315
1836,2023,161677.0
1836,2024,159550.07428662595
1836,2025,155973.97634196276
1836,2026,166994.874883582
1836,2027,159621.67861574114
1836,2028,157223.54290410032
1837,2023,161677.0
1837,2024,161636.060228496
1837,2025,162272.59820212112
1837,2026,163868.46038432192
1837,2027,158940.98034796517
1837,2028,167318.98757804604
1838,2023,161677.0
1838,2024,162541.11057366128
1838,2025,156623.79324482032
1838,2026,166040.6088672613
1838,2027,163293.0853379637
1838,2028,157965.55003839225
1839,2023,161677.0
1839,2024,168642.7827133194
1839,2025,163567.51720721964
1839,2026,166421.76600042218
1839,2027,165209.34632068736
1839,2028,160526.5990614254
1840,2023,161677.0
1840,2024,156286.92581612582
1840,2025,165345.0338857666
1840,2026,165121.44596364934
1840,2027,166768.35900141275
1840,2028,159164.62810353775
1841,2023,161677.0
1841,2024,165609.48860031334
1841,2025,163582.64147958183
1841,2026,160630.7724909887
1841,2027,160320.42466546874
1841,2028,164005.11459029853
1842,2023,161677.0
1842,2024,163008.99029488483
1842,2025,157524.84972463892
1842,2026,163872.52009913264
1842,2027,157096.99800510355
1842,2028,161263.8722135687
1843,2023,161677.0
1843,2024,164590.65551062653
1843,2025,156707.4001963344
1843,2026,161740.01532220337
1843,2027,161358.1869382324
1843,2028,162947.89748646927
1844,2023,161677.0
1844,2024,165063.49974433403
1844,2025,159629.73266728374
1844,2026,165332.74965079228
1844,2027,160000.3235526251
1844,2028,165817.25742138227
1845,2023,161677.0
1845,2024,163978.45065951417
1845,2025,157670.65117974905
1845,2026,156474.76834727044
1845,2027,160164.32791662085
1845,2028,159989.70380692818
1846,2023,161677.0
1846,2024,163442.46746140593
1846,2025,154793.05088074322
1846,2026,161546.81106139664
1846,2027,166330.8646563097
1846,2028,161866.22350136892
1847,2023,161677.0
1847,2024,159678.0646000785
1847,2025,162097.32001029325
1847,2026,158488.47633079207
1847,2027,158410.86046524724
1847,2028,154158.9354927241
1848,2023,161677.0
1848,2024,167113.75576597278
1848,2025,163185.61723518872
1848,2026,157609.01437852712
1848,2027,164243.39242572582
1848,2028,160156.44884531066
1849,2023,161677.0
1849,2024,161570.76994544498
1849,2025,162775.7159627736
1849,2026,164235.0522916558
1849,2027,161104.29767446982
1849,2028,158626.59329887902
1850,2023,161677.0
1850,2024,164456.67445129566
1850,2025,162673.61849606587
1850,2026,164159.69548552146
1850,2027,156930.1791268268
1850,2028,162651.82998151792
1851,2023,161677.0
1851,2024,159011.34954473138
1851,2025,166079.79751998032
1851,2026,165242.30603300995
1851,2027,159622.68664844468
1851,2028,161891.3681191176
1852,2023,161677.0
1852,2024,163672.15955061474
1852,2025,159713.22754067072
1852,2026,168035.1727676641
1852,2027,167026.1365344765
1852,2028,160040.71356704328
1853,2023,161677.0
1853,2024,163594.57876513057
1853,2025,161434.34123889456
1853,2026,165304.99689635594
1853,2027,165512.84827998196
1853,2028,155970.28564583423
1854,2023,161677.0
1854,2024,160988.4817032105
1854,2025,163030.66637764624
1854,2026,168462.69847076508
1854,2027,158463.30388202236
1854,2028,164605.66057587607
1855,2023,161677.0
1855,2024,162717.03036574132
1855,2025,156087.53629739836
1855,2026,161861.85574116695
1855,2027,164436.80096605927
1855,2028,167887.32795621373
1856,2023,161677.0
1856,2024,166543.37172133883
1856,2025,158626.13005149068
1856,2026,165098.43980091877
1856,2027,159571.29542190605
1856,2028,160001.50196692732
1857,2023,161677.0
1857,2024,162252.30955431555
1857,2025,160543.8526054607
1857,2026,166320.40431893448
1857,2027,159106.55174296355
1857,2028,155389.15717045424
1858,2023,161677.0
1858,2024,165253.31219788175
1858,2025,166483.69749727228
1858,2026,165275.89725306298
1858,2027,162242.76771736488
1858,2028,158851.22238963924
1859,2023,161677.0
1859,2024,164232.82379961704
1859,2025,165259.23826087615
1859,2026,161312.11275770885
1859,2027,157148.32997416085
1859,2028,163620.8901497165
1860,2023,161677.0
1860,2024,157456.7774549097
1860,2025,165186.74011291732
1860,2026,158051.22565483284
1860,2027,160860.77689667605
1860,2028,166244.82125518276
1861,2023,161677.0
1861,2024,166461.112580486
1861,2025,164125.29172174612
1861,2026,158114.2246642664
1861,2027,164465.14352351968
1861,2028,163309.96108918177
1862,2023,161677.0
1862,2024,155696.1706556263
1862,2025,162192.5939707116
1862,2026,169798.09730305686
1862,2027,166024.82220608892
1862,2028,158290.53855692025
1863,2023,161677.0
1863,2024,161497.84551560527
1863,2025,160253.01420547577
1863,2026,161538.19314298464
1863,2027,165294.6675163075
1863,2028,165191.15646058088
1864,2023,161677.0
1864,2024,159974.08295332707
1864,2025,166350.94149112987
1864,2026,163795.2647447888
1864,2027,154865.16597459806
1864,2028,163817.72761896113
1865,2023,161677.0
1865,2024,168992.13442495404
1865,2025,158712.94448845935
1865,2026,169810.23316710367
1865,2027,157301.5955929573
1865,2028,160957.1926185797
1866,2023,161677.0
1866,2024,166732.79268328287
1866,2025,169191.6506164773
1866,2026,163373.49751484138
1866,2027,159535.31576534212
1866,2028,168994.15211202734
1867,2023,161677.0
1867,2024,162912.31579965274
1867,2025,155872.69775255193
1867,2026,164204.7633091464
1867,2027,159917.61543690035
1867,2028,164998.06966445403
1868,2023,161677.0
1868,2024,160414.28073809517
1868,2025,157537.00634337522
1868,2026,157568.36129319898
1868,2027,157336.2704778209
1868,2028,165967.07265712236
1869,2023,161677.0
1869,2024,157650.49968520945
1869,2025,165087.41233890186
1869,2026,164898.81916924115
1869,2027,163208.18665616124
1869,2028,161714.5288754132
1870,2023,161677.0
1870,2024,156996.05547644407
1870,2025,158221.59504254645
1870,2026,161066.7986941608
1870,2027,157968.39632441913
1870,2028,161402.2041934007
1871,2023,161677.0
1871,2024,163457.66256520062
1871,2025,163062.3418156682
1871,2026,162627.34665332624
1871,2027,161234.64576118518
1871,2028,160592.9669399754
1872,2023,161677.0
1872,2024,160836.5902821901
1872,2025,160971.40032116766
1872,2026,166461.82333044245
1872,2027,163807.45271682722
1872,2028,163239.39280887542
1873,2023,161677.0
1873,2024,163780.00300644102
1873,2025,163002.85631332675
1873,2026,169186.228017089
1873,2027,167994.63628524216
1873,2028,160733.61248587922
1874,2023,161677.0
1874,2024,161491.62815294525
1874,2025,156789.01608696926
1874,2026,166158.72222032284
1874,2027,161857.54244815017
1874,2028,159941.4801774387
1875,2023,161677.0
1875,2024,156572.85432549167
1875,2025,166860.13017404953
1875,2026,162480.8499579304
1875,2027,157157.99712516504
1875,2028,164894.00602011158
1876,2023,161677.0
1876,2024,156861.67732281864
1876,2025,167769.462160241
1876,2026,161981.95556022073
1876,2027,167031.38943575803
1876,2028,159556.19585404798
1877,2023,161677.0
1877,2024,160425.05544038425
1877,2025,165930.03012825182
1877,2026,156605.07772636254
1877,2027,158529.27516795075
1877,2028,157441.35452903318
1878,2023,161677.0
1878,2024,164557.73185125893
1878,2025,167230.75281315052
1878,2026,160086.44050331687
1878,2027,158680.60465223476
1878,2028,162546.44559502878
1879,2023,161677.0
1879,2024,163984.0995152633
1879,2025,159852.76041236718
1879,2026,162393.78715028244
1879,2027,161770.6933276573
1879,2028,154855.3287539188
1880,2023,161677.0
1880,2024,163290.96254201874
1880,2025,166625.99066156504
1880,2026,161046.61299826414
1880,2027,162758.63669768148
1880,2028,166110.43439515473
1881,2023,161677.0
1881,2024,161863.1607817453
1881,2025,165540.35422135837
1881,2026,154073.9862787505
1881,2027,164332.97015787018
1881,2028,159709.87490262097
1882,2023,161677.0
1882,2024,159896.83506455066
1882,2025,168014.46283874533
1882,2026,160203.45550103864
1882,2027,163153.04320913707
1882,2028,165148.4091233562
1883,2023,161677.0
1883,2024,164552.4621642384
1883,2025,157927.4101588793
1883,2026,163666.66727718097
1883,2027,159992.0464274369
1883,2028,160694.44651103523
1884,2023,161677.0
1884,2024,160052.23670381497
1884,2025,161369.30756099496
1884,2026,162658.2306443881
1884,2027,157454.41452027217
1884,2028,162245.75381607426
1885,2023,161677.0
1885,2024,159713.98543660156
1885,2025,158856.43233537368
1885,2026,168452.1036561965
1885,2027,166620.75651112056
1885,2028,157939.73721125996
1886,2023,161677.0
1886,2024,156788.1001524134
1886,2025,162613.6597549332
1886,2026,160905.0462412369
1886,2027,156028.64716261512
1886,2028,169323.99496375603
1887,2023,161677.0
1887,2024,165157.82708489412
1887,2025,160644.22562843503
1887,2026,163372.33362411018
1887,2027,166516.80583057486
1887,2028,168825.030257181
1888,2023,161677.0
1888,2024,157819.82841914354
1888,2025,161809.60622064487
1888,2026,163721.47069523454
1888,2027,163413.79074091045
1888,2028,163054.77797948287
1889,2023,161677.0
1889,2024,162655.6131105282
1889,2025,164441.15083272164
1889,2026,160450.92477713214
1889,2027,163740.4895418216
1889,2028,157269.89290730713
1890,2023,161677.0
1890,2024,161069.58599022467
1890,2025,165488.15161403402
1890,2026,163800.90145204408
1890,2027,163873.4157528698
1890,2028,158063.0147047741
1891,2023,161677.0
1891,2024,162939.85619581616
1891,2025,165833.48640443035
1891,2026,163452.44880974168
1891,2027,164447.95403456656
1891,2028,162899.53360785687
1892,2023,161677.0
1892,2024,167894.29580426504
1892,2025,169862.58115774358
1892,2026,163350.76751795362
1892,2027,159511.37640549437
1892,2028,162106.9484993446
1893,2023,161677.0
1893,2024,160938.99354180178
1893,2025,160968.21609309578
1893,2026,157676.78276165764
1893,2027,158861.06718227547
1893,2028,162068.94995369692
1894,2023,161677.0
1894,2024,158235.13702587222
1894,2025,155476.64908936556
1894,2026,160708.6735318166
1894,2027,159601.91013570107
1894,2028,156534.96701746964
1895,2023,161677.0
1895,2024,163275.8740184144
1895,2025,158807.70599425386
1895,2026,166603.17037804742
1895,2027,169479.41256851243
1895,2028,158306.72405612352
1896,2023,161677.0
1896,2024,161243.5923499081
1896,2025,161743.49719697767
1896,2026,166028.2919650333
1896,2027,168042.84905459837
1896,2028,167303.69065882312
1897,2023,161677.0
1897,2024,158754.91713775613
1897,2025,161647.8631270734
1897,2026,158321.4845546022
1897,2027,166658.47369802181
1897,2028,167246.99628151397
1898,2023,161677.0
1898,2024,160109.0078922274
1898,2025,165171.1662643432
1898,2026,161226.96261226502
1898,2027,162982.7810494625
1898,2028,163590.58366241548
1899,2023,161677.0
1899,2024,159288.03086621882
1899,2025,158287.09489684965
1899,2026,159926.94888653106
1899,2027,159059.55754763377
1899,2028,160042.88834330774
1900,2023,161677.0
1900,2024,159292.19538707333
1900,2025,163048.37442778575
1900,2026,165032.49876403552
1900,2027,158661.70949382248
1900,2028,162487.11758146484
1901,2023,161677.0
1901,2024,163200.29176722898
1901,2025,163583.6592699183
1901,2026,162910.4132582179
1901,2027,167199.54447911488
1901,2028,164237.33836550923
1902,2023,161677.0
1902,2024,167432.17502491045
1902,2025,160615.8318801301
1902,2026,161628.8678107322
1902,2027,165227.80185247023
1902,2028,164500.45016100543
1903,2023,161677.0
1903,2024,160453.8233517202
1903,2025,162164.40576893743
1903,2026,164995.98776198123
1903,2027,160717.68665036056
1903,2028,155636.5256193607
1904,2023,161677.0
1904,2024,163059.55329124726
1904,2025,161332.0143355326
1904,2026,167069.7329333414
1904,2027,169772.01849978397
1904,2028,158421.81141514852
1905,2023,161677.0
1905,2024,162213.78611747772
1905,2025,165277.98980383636
1905,2026,161941.47312370967
1905,2027,164320.70323787717
1905,2028,154802.9025898318
1906,2023,161677.0
1906,2024,160791.2439379051
1906,2025,160336.50134811777
1906,2026,160292.75055490236
1906,2027,164250.56411010883
1906,2028,164516.63704627007
1907,2023,161677.0
1907,2024,164224.7755797903
1907,2025,164921.54857717568
1907,2026,155647.05690650968
1907,2027,166513.5656896274
1907,2028,165353.59227937247
1908,2023,161677.0
1908,2024,164940.87902760532
1908,2025,161651.4260680078
1908,2026,164915.74975310793
1908,2027,161349.2187537783
1908,2028,164174.29070128748
1909,2023,161677.0
1909,2024,160749.50779386415
1909,2025,168436.77432740742
1909,2026,160695.14509940092
1909,2027,160550.20896259067
1909,2028,162340.9487102028
1910,2023,161677.0
1910,2024,163135.2825680194
1910,2025,166451.3890785892
1910,2026,167187.15399068772
1910,2027,159409.9769665198
1910,2028,160660.92786699702
1911,2023,161677.0
1911,2024,164398.78190391362
1911,2025,165167.81875176448
1911,2026,164387.20530577513
1911,2027,158781.33261570567
1911,2028,166859.33638622033
1912,2023,161677.0
1912,2024,159455.26838401018
1912,2025,163517.4719246222
1912,2026,164541.61041328424
1912,2027,161356.91768898236
1912,2028,166201.5649223363
1913,2023,161677.0
1913,2024,164540.4408203306
1913,2025,160054.06921030735
1913,2026,163907.39943669408
1913,2027,156241.70186535112
1913,2028,161639.6247065401
1914,2023,161677.0
1914,2024,159797.22886250296
1914,2025,158501.40400528256
1914,2026,157446.10808097373
1914,2027,162953.439726015
1914,2028,161526.20830515848
1915,2023,161677.0
1915,2024,165938.47495126846
1915,2025,160906.17380224774
1915,2026,158438.29057807272
1915,2027,166026.3780149825
1915,2028,159994.25425134093
1916,2023,161677.0
1916,2024,157091.6912267893
1916,2025,161973.6577852771
1916,2026,154316.2046048718
1916,2027,165675.59146062913
1916,2028,165213.76665065985
1917,2023,161677.0
1917,2024,166881.7458017143
1917,2025,159412.2834191972
1917,2026,165524.64890840408
1917,2027,167250.28323795888
1917,2028,164349.70451303248
1918,2023,161677.0
1918,2024,160692.66220163848
1918,2025,162058.72845395672
1918,2026,157981.84789488366
1918,2027,160013.54544179933
1918,2028,164709.76258341933
1919,2023,161677.0
1919,2024,161887.54149306082
1919,2025,159305.48361049383
1919,2026,162554.20537524254
1919,2027,160651.0732598726
1919,2028,156572.8789618835
1920,2023,161677.0
1920,2024,158922.29064808445
1920,2025,158954.08976504268
1920,2026,161910.632111563
1920,2027,155051.71520594205
1920,2028,159657.84076904156
1921,2023,161677.0
1921,2024,157614.79726216092
1921,2025,157893.53318327153
1921,2026,164682.09126257096
1921,2027,158306.57742550634
1921,2028,158731.85589989633
1922,2023,161677.0
1922,2024,161090.1460412268
1922,2025,166015.92379041092
1922,2026,157678.67048564242
1922,2027,161981.47539920162
1922,2028,162705.3198471063
1923,2023,161677.0
1923,2024,159140.53355830576
1923,2025,161376.62028418903
1923,2026,169040.54880824135
1923,2027,158623.22721350903
1923,2028,156092.095152801
1924,2023,161677.0
1924,2024,162390.57909913783
1924,2025,163599.46702176472
1924,2026,161021.70929046124
1924,2027,163611.69346172296
1924,2028,155807.3424925442
1925,2023,161677.0
1925,2024,156486.0277096067
1925,2025,166616.26625725292
1925,2026,161491.19522320936
1925,2027,159827.60989559014
1925,2028,162929.17551197825
1926,2023,161677.0
1926,2024,161530.97185773202
1926,2025,162646.2146296226
1926,2026,155861.22408394064
1926,2027,159586.3574427098
1926,2028,161566.04492847333
1927,2023,161677.0
1927,2024,161892.43832927404
1927,2025,156483.99963035996
1927,2026,166412.11051808536
1927,2027,160247.2203571227
1927,2028,169340.13110758967
1928,2023,161677.0
1928,2024,164280.14413908054
1928,2025,162551.25676120483
1928,2026,158362.0419353295
1928,2027,162023.0913170717
1928,2028,156446.61542314224
1929,2023,161677.0
1929,2024,163952.50230121095
1929,2025,155424.15650128626
1929,2026,166508.89857361122
1929,2027,158867.4818260125
1929,2028,156310.1122138996
1930,2023,161677.0
1930,2024,157249.21881382118
1930,2025,159371.85474075074
1930,2026,165106.61790702693
1930,2027,159410.12031297106
1930,2028,161994.45296581837
1931,2023,161677.0
1931,2024,162050.85325657605
1931,2025,162937.67477910293
1931,2026,162177.84412524465
1931,2027,161543.10415837218
1931,2028,162130.2736312719
1932,2023,161677.0
1932,2024,164120.0169260582
1932,2025,162131.91830431763
1932,2026,161945.1129004116
1932,2027,160339.62757594188
1932,2028,167238.39425041148
1933,2023,161677.0
1933,2024,160540.5323578907
1933,2025,166072.65930010844
1933,2026,167252.4343015595
1933,2027,166270.2852570377
1933,2028,162913.04112681732
1934,2023,161677.0
1934,2024,163695.76508585035
1934,2025,167287.4619677718
1934,2026,160945.23363991975
1934,2027,163528.511078523
1934,2028,155433.69783178653
1935,2023,161677.0
1935,2024,168795.84171977235
1935,2025,163908.95052378895
1935,2026,158379.6349735044
1935,2027,165550.0414738871
1935,2028,159717.04129335567
1936,2023,161677.0
1936,2024,156907.47798114314
1936,2025,153955.18223103142
1936,2026,166947.8328983229
1936,2027,159150.6796197601
1936,2028,160595.69006763928
1937,2023,161677.0
1937,2024,161017.83816622692
1937,2025,163066.807243464
1937,2026,160520.9355035782
1937,2027,155394.16977901576
1937,2028,161339.38800221327
1938,2023,161677.0
1938,2024,165910.06525088995
1938,2025,158586.38955265697
1938,2026,163291.40645683967
1938,2027,158655.32789746253
1938,2028,156073.06665075506
1939,2023,161677.0
1939,2024,162795.24675291512
1939,2025,168852.66545384895
1939,2026,162533.70729261418
1939,2027,159143.02242276608
1939,2028,159720.63018301662
1940,2023,161677.0
1940,2024,164762.1544672656
1940,2025,159135.26623712562
1940,2026,156637.31935004957
1940,2027,165311.31081286835
1940,2028,166019.2214687023
1941,2023,161677.0
1941,2024,156727.05496329282
1941,2025,159256.04235881357
1941,2026,162792.56063661183
1941,2027,160984.1713577878
1941,2028,161478.9439671873
1942,2023,161677.0
1942,2024,160996.8781565375
1942,2025,163494.86858019573
1942,2026,160041.8740908573
1942,2027,161416.27830763653
1942,2028,158783.83329839126
1943,2023,161677.0
1943,2024,165594.08487949448
1943,2025,155601.3779202507
1943,2026,163386.17642888962
1943,2027,156249.83851481808
1943,2028,162665.65955996743
1944,2023,161677.0
1944,2024,165872.76665022373
1944,2025,168518.55221598243
1944,2026,164427.28873002366
1944,2027,164233.59948237668
1944,2028,164823.23061680005
1945,2023,161677.0
1945,2024,164783.60115168543
1945,2025,159822.18205954623
1945,2026,158677.1019221616
1945,2027,161874.41179290315
1945,2028,158433.40430526447
1946,2023,161677.0
1946,2024,165142.1848751254
1946,2025,160088.14652933305
1946,2026,163575.2806167565
1946,2027,165731.49989710428
1946,2028,162456.83139689168
1947,2023,161677.0
1947,2024,161242.37199875727
1947,2025,162723.87550765477
1947,2026,162903.89345088007
1947,2027,161197.38271828723
1947,2028,162751.17907703476
1948,2023,161677.0
1948,2024,166074.0590548009
1948,2025,166553.64559141643
1948,2026,157583.94188099445
1948,2027,164651.17676465478
1948,2028,166896.14138299145
1949,2023,161677.0
1949,2024,163156.20027347113
1949,2025,163215.782999386
1949,2026,164816.42109919916
1949,2027,155225.75881674126
1949,2028,166479.4184958516
1950,2023,161677.0
1950,2024,160083.36167448948
1950,2025,162957.70912491955
1950,2026,164462.19675578762
1950,2027,160546.26820184125
1950,2028,165138.39852784568
1951,2023,161677.0
1951,2024,156018.60271342064
1951,2025,163385.3370592167
1951,2026,159052.2211156132
1951,2027,158609.82158915556
1951,2028,155031.14692821435
1952,2023,161677.0
1952,2024,162369.90400306022
1952,2025,166897.1959984814
1952,2026,161800.22285238327
1952,2027,168407.8853296299
1952,2028,157720.4233305205
1953,2023,161677.0
1953,2024,160836.76313610718
1953,2025,164785.31726974063
1953,2026,167495.267016832
1953,2027,164451.30750560988
1953,2028,163508.78254781757
1954,2023,161677.0
1954,2024,165365.8498575236
1954,2025,163678.54195134956
1954,2026,158045.33625327918
1954,2027,170042.74075590642
1954,2028,161856.19511005963
1955,2023,161677.0
1955,2024,163797.091607834
1955,2025,166152.12802057283
1955,2026,157804.47134527395
1955,2027,164855.1572990077
1955,2028,160805.90671712864
1956,2023,161677.0
1956,2024,161276.2262458146
1956,2025,156802.48848563802
1956,2026,163862.3337418309
1956,2027,163283.3052539672
1956,2028,164086.3232557796
1957,2023,161677.0
1957,2024,162540.40332754454
1957,2025,166865.03241893527
1957,2026,159335.79728245066
1957,2027,163352.57125561274
1957,2028,166688.97586810726
1958,2023,161677.0
1958,2024,166027.44284618992
1958,2025,167086.19445164956
1958,2026,161949.92459498803
1958,2027,167403.83713461578
1958,2028,165476.6695183432
1959,2023,161677.0
1959,2024,165001.44007047886
1959,2025,167447.8994593955
1959,2026,159544.42992749996
1959,2027,162958.41455920113
1959,2028,156118.09183011166
1960,2023,161677.0
1960,2024,162758.17341531144
1960,2025,162953.8763112082
1960,2026,161136.56004019265
1960,2027,157832.6059334673
1960,2028,161983.86975880718
1961,2023,161677.0
1961,2024,163989.4846167121
1961,2025,162609.58924122163
1961,2026,157594.29743299296
1961,2027,160931.58093299958
1961,2028,161131.90542136383
1962,2023,161677.0
1962,2024,165764.4919142473
1962,2025,165859.59727391883
1962,2026,155374.35814188278
1962,2027,163104.96237066336
1962,2028,160956.7671868009
1963,2023,161677.0
1963,2024,164549.24855762738
1963,2025,162480.12679452024
1963,2026,159276.19173460477
1963,2027,164623.69188552146
1963,2028,168915.9350081807
1964,2023,161677.0
1964,2024,165641.30374156003
1964,2025,161101.28981549953
1964,2026,162320.0925159142
1964,2027,161127.8904022739
1964,2028,167546.41980011368
1965,2023,161677.0
1965,2024,168880.19684876868
1965,2025,158907.0638056808
1965,2026,159167.87043344785
1965,2027,160347.4523966119
1965,2028,167538.82710841796
1966,2023,161677.0
1966,2024,162927.15100920261
1966,2025,166591.07337581154
1966,2026,163700.4909239027
1966,2027,161588.6852457967
1966,2028,164267.64698539546
1967,2023,161677.0
1967,2024,162057.91020216965
1967,2025,162655.26314264603
1967,2026,165655.50203189824
1967,2027,165093.4702501259
1967,2028,165194.77996836562
1968,2023,161677.0
